CALENDARYEAR,MONTHNUMBEROFYEAR,DAYNUMBEROFMONTH,CUSTOMERKEY,FIRSTNAME,LASTNAME,YEARLYINCOME,BIRTHDATE,GENDER,TOTAL_QUANTITY
2007,9,9,11706,Blake,Perez,60000,1967-02-14,M,1
2007,2,4,19343,Louis,Ye,30000,1967-08-03,M,1
2007,12,31,12498,Eduardo,Diaz,40000,1967-04-20,M,2
2007,8,6,11277,Charles,Jackson,80000,1967-06-10,M,1
2007,5,12,15227,Harold,Malhotra,70000,1967-06-15,M,1
2007,8,25,16846,James,Phillips,80000,1967-05-09,M,2
2007,7,26,11175,Luis,Wang,70000,1967-03-05,M,2
2007,9,18,16295,Roger,Xu,30000,1967-11-14,M,5
2007,12,16,16847,Eduardo,Hall,80000,1967-03-23,M,3
2007,9,11,21651,Sean,Cooper,70000,1967-11-13,M,4
2007,11,15,19613,Ruben,Garcia,70000,1967-09-20,M,4
2007,11,30,19660,Devin,Hill,80000,1967-02-04,M,2
2007,10,14,22068,Sean,James,100000,1967-06-15,M,3
2007,9,20,18722,Jonathon,Navarro,60000,1967-07-19,M,2
2007,12,27,16700,Billy,Gill,70000,1967-06-21,M,1
2007,11,17,11277,Charles,Jackson,80000,1967-06-10,M,1
2007,11,22,13288,Jackson,Lopez,120000,1967-09-20,M,5
2007,11,17,29306,Rafael,Anand,70000,1967-08-16,M,1
2007,9,3,13437,Ethan,Flores,90000,1967-08-26,M,3
2007,11,15,24088,Damien,He,20000,1967-04-16,M,2
2007,12,28,26869,Anne,Sims,40000,1967-08-05,M,3
2007,8,27,17810,Frederick,Prasad,10000,1967-02-07,M,4
2007,2,20,15528,Lucas,Ramirez,60000,1967-04-07,M,1
2007,11,5,14969,Julio,Vazquez,30000,1967-04-06,M,1
2007,5,23,15228,Jermaine,Raman,70000,1967-11-02,M,1
2007,8,25,28248,Eric,Scott,80000,1967-05-16,M,1
2007,5,13,21105,Cory,Sara,40000,1967-05-06,M,1
2007,11,8,22071,Gabriel,Carter,110000,1967-11-20,M,4
2007,9,3,14809,Max,Suarez,20000,1967-04-07,M,2
2007,9,29,18721,Andy,Gomez,60000,1967-06-05,M,2
2007,2,6,15534,Steven,Bell,70000,1967-09-22,M,1
2007,8,29,19343,Louis,Ye,30000,1967-08-03,M,4
2006,8,29,13288,Jackson,Lopez,120000,1967-09-20,M,1
2006,5,28,12164,Noah,Butler,150000,1967-04-13,M,1
2006,8,14,13287,Brandon,Rodriguez,110000,1967-09-03,M,1
2006,1,11,25985,Justin,Harris,60000,1967-05-27,M,1
2006,6,28,20035,Cesar,Fernandez,70000,1967-03-01,M,1
2006,12,12,16422,Kurt,Xu,20000,1967-03-27,M,1
2006,5,14,12849,Adam,Baker,30000,1967-02-26,M,1
2006,12,23,22926,Keith,Yuan,60000,1967-02-08,M,1
2006,5,25,11986,Max,Alvarez,70000,1967-07-24,M,1
2006,12,26,26608,Aaron,Nelson,60000,1967-07-17,M,1
2006,2,28,11175,Luis,Wang,70000,1967-03-05,M,1
2006,9,20,16428,Ryan,Ross,20000,1967-03-28,M,1
2006,7,24,13800,Logan,Li,30000,1967-08-02,M,1
2006,3,19,11278,Jonathan,Phillips,90000,1967-08-20,M,1
2006,12,10,26602,Noah,Yang,70000,1967-10-04,M,1
2006,4,29,20236,Cesar,Chandra,60000,1967-03-14,M,1
2006,2,10,19612,Marvin,Sanz,70000,1967-02-26,M,1
2006,12,28,13103,Brendan,Raji,70000,1967-08-02,M,1
2006,6,12,14969,Julio,Vazquez,30000,1967-04-06,M,1
2006,1,26,11472,Kenneth,Kumar,60000,1967-04-03,M,1
2006,5,18,20034,Wyatt,Turner,70000,1967-04-27,M,1
2006,1,11,14975,Dalton,Scott,40000,1967-07-03,M,1
2006,2,5,19596,Allen,Fernandez,70000,1967-05-11,M,1
2006,12,9,22954,Justin,Thompson,70000,1967-03-04,M,1
2006,1,17,29238,Xavier,Powell,150000,1967-06-15,M,1
2006,2,1,19613,Ruben,Garcia,70000,1967-09-20,M,1
2006,8,9,26131,Lawrence,Suarez,60000,1967-10-26,M,1
2006,4,20,14824,Miguel,Baker,30000,1967-11-17,M,1
2006,4,6,23592,Joseph,Jackson,80000,1967-09-22,M,1
2006,2,22,19595,Carl,Raji,70000,1967-03-16,M,1
2006,12,12,13104,Gregory,Becker,70000,1967-04-12,M,1
2006,12,10,19362,Karl,Raje,40000,1967-08-13,M,1
2006,1,8,18722,Jonathon,Navarro,60000,1967-07-19,M,1
2006,5,14,12162,Luke,Mitchell,120000,1967-12-20,M,1
2006,1,6,29140,Richard,Ward,60000,1967-11-28,M,1
2006,5,11,12004,Jarrod,Suri,70000,1967-12-20,M,1
2006,5,8,12163,Aaron,Wang,150000,1967-09-05,M,1
2006,1,9,29236,Eric,Young,120000,1967-04-04,M,1
2006,4,4,14823,Nelson,Harrison,30000,1967-12-28,M,1
2006,1,15,18721,Andy,Gomez,60000,1967-06-05,M,1
2006,9,15,25981,Isaiah,Howard,70000,1967-11-15,M,1
2006,2,22,19614,Wyatt,Williams,70000,1967-08-04,M,1
2006,1,11,25979,Miguel,Edwards,70000,1967-02-02,M,1
2006,8,15,21218,Wyatt,Rodriguez,70000,1967-06-13,M,1
2006,12,1,22927,Jon,Guo,60000,1967-02-03,M,1
2006,12,29,19359,Roberto,Townsend,40000,1967-08-20,M,1
2006,11,10,12213,Alejandro,Lal,10000,1967-02-02,M,1
2006,8,21,16420,Eddie,Alonso,20000,1967-11-19,M,1
2006,8,11,26133,Jesse,Hall,70000,1967-07-11,M,1
2005,12,31,29138,Eduardo,Wood,70000,1967-02-13,M,1
2005,12,28,14831,Gilbert,Xie,40000,1967-02-06,M,1
2005,12,15,14832,Barry,Rana,40000,1967-11-05,M,1
2005,11,10,11109,Ruben,Kapoor,70000,1967-11-05,M,1
2005,9,1,13821,Allen,Lopez,40000,1967-05-15,M,1
2005,10,29,14613,Glenn,Huang,60000,1967-08-09,M,1
2005,9,30,28152,Ian,Rivera,70000,1967-03-01,M,1
2005,11,16,18268,Preston,Chapman,60000,1967-01-27,M,1
2005,12,8,22299,Richard,Murphy,70000,1967-12-27,M,1
2005,8,31,19829,Lucas,Mitchell,60000,1967-09-03,M,1
2005,7,22,29385,Don,Lal,20000,1967-03-05,M,1
2005,8,21,28078,Jack,Young,80000,1967-09-13,M,1
2005,9,28,13820,Danny,Alvarez,40000,1967-10-08,M,1
2005,10,10,28250,Tyrone,Dominguez,100000,1967-05-18,M,1
2005,12,25,17999,Byron,Romero,20000,1967-06-25,M,1
2005,11,12,14617,Aaron,Flores,60000,1967-02-03,M,1
2005,7,2,11011,Curtis,Lu,60000,1967-11-04,M,1
2005,12,21,25974,Noah,Jai,70000,1967-04-05,M,1
