CALENDARYEAR,MONTHNUMBEROFYEAR,DAYNUMBEROFMONTH,CUSTOMERKEY,FIRSTNAME,LASTNAME,YEARLYINCOME,BIRTHDATE,GENDER,TOTAL_QUANTITY
2008,6,19,12054,Luke,Diaz,90000,1972-06-04,M,3
2008,5,16,11287,Henry,Garcia,70000,1965-01-16,M,2
2008,6,7,11974,Randy,Sun,60000,1978-02-07,M,3
2008,7,22,18965,Richard,Turner,40000,1965-10-16,M,2
2008,2,18,12373,Isaac,Gray,30000,1978-08-06,M,4
2008,4,21,13158,Casey,Xu,40000,1945-03-14,F,2
2008,7,14,11729,Caleb,Campbell,60000,1964-05-06,M,1
2008,4,12,12131,Randall,Dominguez,90000,1959-10-17,M,3
2008,1,18,22746,Erica,Zhang,70000,1949-09-06,F,3
2008,4,25,16759,Jasmine,Bell,110000,1971-07-03,F,2
2008,6,24,14529,Kaitlin,Sai,20000,1966-04-02,F,3
2008,3,7,12458,Veronica,Sanchez,30000,1972-05-27,F,1
2008,2,10,15417,Alvin,Lu,70000,1945-06-05,M,4
2008,4,4,17101,Shannon,Gutierrez,30000,1976-11-03,M,3
2008,4,25,11867,Nathaniel,James,40000,1964-04-24,M,1
2008,7,10,23461,Rachael,Smith,90000,1969-10-23,F,2
2008,4,17,14359,Eduardo,Henderson,90000,1972-11-02,M,3
2008,6,4,28581,Allison,Collins,20000,1958-08-17,F,2
2008,7,18,13289,Alexandria,Coleman,70000,1966-02-26,F,3
2008,5,11,18191,Julie,Sharma,80000,1979-08-13,F,2
2008,6,22,11246,Latasha,Rubio,120000,1960-10-09,F,2
2008,2,4,11910,Jaclyn,Zheng,80000,1970-06-12,F,3
2008,6,28,18516,Juan,Brooks,70000,1936-08-07,M,4
2008,2,10,14313,Christian,Smith,60000,1964-10-14,M,2
2008,6,6,24330,Jessica,Bennett,70000,1967-09-26,F,2
2008,2,17,14046,Cheryl,Sanz,90000,1971-06-04,F,2
2008,2,14,21338,Victoria,Price,40000,1956-11-21,F,3
2008,6,1,11330,Ryan,Thompson,110000,1944-05-13,M,4
2008,7,21,24823,Vincent,Zhao,70000,1973-08-17,M,4
2008,7,4,28917,Sandra,Zhou,80000,1952-02-03,F,3
2008,1,16,14123,Erick,Mehta,10000,1983-12-11,M,1
2008,3,28,24249,Jesse,Howard,30000,1951-03-18,M,2
2008,1,5,14670,Leslie,Gill,60000,1972-11-03,F,3
2008,4,11,11184,Meghan,Hernandez,70000,1948-11-16,F,2
2008,2,18,15372,Miguel,Alexander,80000,1960-07-19,M,2
2008,7,24,15694,Stephanie,Diaz,80000,1957-07-21,F,3
2008,1,26,18299,Colin,Deng,70000,1966-03-23,M,1
2008,3,10,26019,Luis,Allen,80000,1973-05-05,M,2
2008,1,11,20525,James,Kumar,60000,1953-08-22,M,2
2008,1,24,29168,Derrick,Romero,80000,1963-02-26,M,4
2008,1,19,23101,Barbara,Lal,30000,1956-12-18,F,5
2008,7,3,12145,Brandon,Butler,100000,1969-10-04,M,4
2008,5,31,28564,Alisha,Deng,40000,1976-09-10,F,2
2008,6,22,13725,Nathan,Henderson,40000,1958-10-08,M,3
2008,4,9,17907,Priscilla,Luo,10000,1982-11-25,F,3
2008,2,28,15499,Robert,Thomas,70000,1974-12-24,M,2
2008,6,7,24332,Abigail,Thompson,60000,1967-06-03,F,4
2008,6,7,18715,Rafael,Rai,60000,1969-09-25,M,1
2008,2,8,28696,Robin,Navarro,40000,1974-09-05,F,3
2008,6,5,18399,Sara,Torres,120000,1966-02-09,F,3
2008,5,11,20884,Darren,Schmidt,30000,1971-01-09,M,4
2008,3,14,27332,Tony,Raji,90000,1952-02-25,M,2
2008,6,16,28255,Robert,Clark,90000,1966-07-22,M,4
2008,5,19,15607,Ricky,Gill,70000,1968-09-22,M,2
2008,7,9,11659,Miguel,Adams,60000,1973-04-22,M,1
2008,5,1,18334,Edwin,Ye,30000,1945-10-26,M,1
2008,7,6,11645,Gabriella,Turner,40000,1973-10-19,F,4
2008,3,11,28575,Linda,Gutierrez,40000,1979-09-04,F,1
2008,5,1,21677,Cedric,Chander,20000,1975-11-25,M,1
2008,6,19,27888,Tina,Rodriguez,10000,1964-06-14,F,3
2008,2,17,14291,Tyler,White,70000,1961-08-20,M,4
2008,6,19,25597,Alan,She,30000,1974-05-06,M,1
2008,3,21,11711,Daniel,Davis,70000,1966-12-08,M,3
2008,2,20,15131,Lacey,Sun,80000,1976-02-24,F,1
2008,3,24,16585,Vincent,Sun,170000,1958-05-06,M,2
2008,4,18,15591,Darren,Srini,120000,1973-09-22,M,2
2008,3,30,17625,Mason,Allen,70000,1967-06-13,M,5
2008,1,20,11244,Alexis,Coleman,170000,1961-11-26,F,5
2008,6,25,21437,Whitney,Sara,70000,1966-09-06,F,4
2008,6,8,13934,Luis,Young,40000,1964-04-19,M,2
2008,5,22,11047,Jaclyn,Lu,30000,1954-02-27,F,2
2008,3,14,17400,Emily,Wilson,70000,1960-03-11,F,4
2008,3,27,11169,Bryce,Richardson,90000,1972-06-22,M,3
2008,4,27,16116,Begoña,Hurtado,70000,1972-06-06,M,2
2008,1,27,14186,Katrina,Tang,80000,1956-06-26,F,4
2008,2,27,26448,Kara,Yuan,30000,1952-12-26,F,1
2008,3,2,14261,Meredith,Subram,70000,1957-02-13,F,2
2008,5,28,26385,Javier,Muñoz,120000,1960-06-28,M,2
2008,5,11,27570,Natasha,Navarro,80000,1963-11-14,F,3
2008,5,1,12330,Preston,Raman,100000,1953-06-21,M,3
2008,4,2,13988,Miguel,White,40000,1982-11-10,M,3
2008,6,21,16182,Louis,Sun,60000,1968-04-21,M,1
2008,3,1,27039,Jonathan,Lewis,30000,1960-04-27,M,1
2008,1,25,12746,Juan,Torres,10000,1670-11-20,M,3
2008,2,20,12054,Luke,Diaz,90000,1972-06-04,M,2
2008,3,15,18875,Devin,Watson,60000,1943-05-27,M,2
2008,2,20,20427,Mario,Raje,40000,1957-04-07,M,2
2008,6,26,19908,Pamela,Prasad,100000,1959-07-08,F,2
2008,1,13,11882,Patrick,Stewart,60000,1963-03-12,M,1
2008,7,18,11711,Daniel,Davis,70000,1966-12-08,M,2
2008,4,23,25461,Fernando,Collins,40000,1971-10-09,M,3
2008,1,27,13228,Thomas,Sanchez,60000,1951-05-01,M,2
2008,3,16,21556,Gloria,Serrano,90000,1978-05-27,F,3
2008,3,14,27975,Jay,Gill,90000,1976-05-11,M,3
2008,1,7,20400,Sydney,Henderson,50000,1946-09-21,F,1
2008,3,23,19841,Alexandria,Jenkins,70000,1947-10-04,F,4
2008,4,25,20268,Jorge,He,70000,1964-07-10,M,1
2008,4,6,11506,Nicholas,Brown,60000,1970-05-17,M,1
2008,3,9,25679,Meredith,Rodriguez,30000,1979-06-21,F,2
2008,2,19,14222,Dawn,Zhang,80000,1976-07-27,F,3
2008,6,3,19321,Clifford,Weber,20000,1970-08-12,M,2
2008,6,6,26355,Darren,Madan,20000,1929-08-07,M,2
2008,1,15,14056,Nelson,Sanz,60000,1964-04-27,M,1
2008,2,22,28229,Samantha,Wilson,80000,1960-09-17,F,3
2008,3,22,20768,Marshall,Nara,40000,1962-02-24,M,2
2008,6,3,22058,Jake,Zukowski,40000,1982-11-05,M,1
2008,3,26,25650,Jillian,Srini,30000,1967-05-06,F,3
2008,6,17,14033,Melinda,Torres,80000,1961-02-19,F,3
2008,7,14,14759,Madison,Davis,80000,1962-03-12,F,2
2008,2,2,14102,Lisa,Huang,60000,1946-02-27,F,3
2008,5,3,24971,Brittney,Lin,60000,1952-08-21,F,2
2008,5,13,20035,Cesar,Fernandez,70000,1967-03-01,M,1
2008,2,13,13231,Alexia,Ross,40000,1952-10-11,F,2
2008,6,13,26126,Alexandra,Bell,30000,1953-10-26,F,1
2008,3,1,24416,Oscar,Jenkins,90000,1965-07-15,M,4
2008,4,16,17182,Jessica,Patterson,170000,1962-05-10,F,2
2008,5,26,11276,Nancy,Chapman,80000,1967-09-19,F,1
2008,5,19,25510,Grant,Kumar,30000,1981-10-28,M,5
2008,1,23,12441,Trevor,Simmons,40000,1961-11-21,M,2
2008,6,11,17579,Jack,Chen,60000,1975-06-12,M,4
2008,6,21,22523,Jon,Xu,40000,1966-07-17,M,4
2008,1,19,22700,Gina,Serrano,10000,1979-06-07,F,2
2008,6,29,20778,Seth,Ramirez,60000,1963-10-04,M,4
2008,2,19,24008,Monique,Munoz,20000,1983-01-17,F,2
2008,7,28,20947,Marie,Alvarez,30000,1980-06-08,F,3
2008,2,1,27451,Thomas,Washington,100000,1971-11-21,M,3
2008,4,16,11177,Jose,Flores,110000,1946-07-04,M,4
2008,1,26,26474,Mackenzie,Morris,60000,1947-01-19,F,2
2008,1,9,22015,Mary,Turner,30000,1984-10-15,F,1
2008,2,12,28010,Justin,Long,50000,1946-02-11,M,3
2008,2,1,15388,Victoria,Smith,130000,1965-01-19,F,4
2008,4,4,21667,Crystal,Zhang,40000,1977-03-28,F,2
2008,5,30,13122,Catherine,Cox,80000,1969-08-02,F,2
2008,4,1,18750,Alexandra,Perry,30000,1980-05-04,F,1
2008,5,16,27048,Melanie,Watson,40000,1962-10-06,F,3
2008,2,8,16654,Heather,Zhang,70000,1977-03-18,F,2
2008,5,23,27933,Amber,Evans,80000,1958-02-19,F,2
2008,6,21,18854,Hunter,Turner,60000,1958-05-25,M,2
2008,3,23,18197,Jenny,Zimmerman,110000,1978-07-13,F,1
2008,3,7,12358,Lacey,Raje,100000,1974-02-26,F,2
2008,5,9,13222,Arturo,Liu,70000,1950-03-02,M,3
2008,5,24,16483,Warren,Jai,40000,1954-10-17,M,1
2008,4,6,20020,Jacqueline,Foster,80000,1969-04-02,F,2
2008,6,22,14023,Beth,Carlson,30000,1979-10-15,F,2
2008,5,20,24679,Wyatt,Hernandez,70000,1954-02-06,M,3
2008,2,16,11977,Bonnie,Jai,130000,1963-05-23,F,4
2008,4,29,27345,Darrell,Shan,80000,1979-02-17,M,1
2008,4,25,14881,Eric,Griffin,30000,1957-11-10,M,2
2008,5,8,19705,Anna,Hughes,70000,1959-03-02,F,2
2008,2,13,15142,Karl,Nara,130000,2007-07-20,M,3
2008,3,10,16595,Cameron,Anderson,170000,1956-07-19,M,4
2008,1,31,12077,Nicole,Sandberg,70000,1949-03-21,F,4
2008,6,28,13700,Evan,Howard,40000,1979-03-03,M,3
2008,1,30,22753,Hailey,Morgan,70000,1951-08-22,F,4
2008,6,24,28118,Briana,Jiménez,80000,1959-07-11,F,4
2008,1,30,14854,Nancy,Fernandez,20000,1952-11-12,F,3
2008,1,31,20498,Miguel,Phillips,40000,1948-05-11,M,2
2008,2,7,14566,Kaylee,Mitchell,60000,1975-10-04,F,4
2008,3,4,19470,Kelli,Ye,20000,1967-09-13,F,2
2008,1,7,20434,Nathan,Sharma,60000,1979-10-13,M,2
2008,6,10,19156,Julia,Jenkins,60000,1968-01-04,F,3
2008,6,28,18831,Andy,Hernandez,110000,1965-12-28,M,5
2008,6,19,11711,Daniel,Davis,70000,1966-12-08,M,1
2008,2,27,14476,Bryce,Reed,60000,1959-01-18,M,2
2008,1,12,16154,Jennifer,Scott,70000,1962-12-06,F,1
2008,2,23,25112,Suzanne,Zhu,60000,1972-10-18,F,2
2008,5,10,24509,Emma,Long,40000,1980-11-09,F,2
2008,2,21,18629,Martin,Srini,20000,1975-02-22,M,1
2008,2,3,20675,Natalie,Martin,50000,1971-11-02,F,2
2008,6,24,21913,Arthur,Blanco,20000,1984-05-27,M,3
2008,2,2,11909,Nichole,She,80000,1970-02-10,F,4
2008,6,3,11330,Ryan,Thompson,110000,1944-05-13,M,3
2008,6,11,11827,Sara,Baker,60000,1973-09-20,F,3
2008,4,1,16105,Kristy,Diaz,80000,1969-02-04,F,4
2008,4,6,21897,Francisco,Subram,110000,1975-10-20,M,4
2008,3,27,23980,Sergio,Garcia,20000,1960-06-06,M,3
2008,3,22,20781,Kayla,Lee,60000,1963-10-11,F,3
2008,5,31,17093,Seth,Sanchez,40000,1977-08-18,M,2
2008,6,8,18803,Cedric,Zheng,60000,1975-11-27,M,2
2008,6,21,22222,Angel,Hill,90000,1961-07-24,M,4
2008,2,21,28507,Deanna,Suri,30000,1963-06-08,F,2
2008,6,4,15634,Dalton,Kelly,30000,1975-05-27,M,2
2008,3,10,15989,Savannah,Campbell,70000,1958-11-19,F,3
2008,7,12,11927,Nicole,Murphy,40000,1982-07-24,F,1
2008,6,5,19858,Jenna,Collins,60000,1950-10-23,F,2
2008,6,4,24239,Miguel,Hernandez,60000,4072-03-20,M,4
2008,4,14,23437,Briana,Munoz,70000,1969-10-26,F,1
2008,7,24,20737,Victoria,Griffin,20000,1933-07-03,F,3
2008,1,30,24653,Victoria,Barnes,40000,1950-04-16,F,2
2008,6,29,15087,Robin,Sanz,50000,1973-05-04,F,3
2008,3,29,14556,Rafael,He,10000,1947-03-25,M,3
2008,2,6,11163,Gabriel,Wang,40000,1978-12-20,M,3
2008,6,11,17780,Alisha,Huang,40000,1972-04-11,F,1
2008,5,11,12817,Theodore,Suarez,10000,1970-02-09,M,3
2008,6,11,12751,Priscilla,Xu,40000,1974-12-12,F,4
2008,5,5,20080,Maria,Stewart,20000,1957-06-24,F,2
2008,5,30,15956,Ryan,Li,130000,1967-05-17,M,1
2008,3,8,27790,Molly,Srini,20000,1967-06-09,F,4
2008,5,7,16579,Zachary,Davis,70000,1957-06-20,M,1
2008,5,8,16565,Corey,Anand,40000,1973-04-08,M,4
2008,5,14,24979,Jada,Adams,60000,1953-06-06,F,2
2008,5,20,17684,Leslie,Gomez,80000,1962-07-05,F,1
2008,1,1,13164,Olivia,Ward,40000,1980-05-04,F,4
2008,2,12,13027,Jeremy,Patterson,40000,1981-12-11,M,3
2008,6,27,16496,Dawn,Tang,80000,1958-05-18,F,4
2008,6,15,19282,Hailey,Wood,30000,1962-05-08,F,4
2008,2,19,12559,Emmanuel,Lopez,20000,1944-11-01,M,2
2008,1,10,13289,Alexandria,Coleman,70000,1966-02-26,F,2
2008,6,12,18398,Geoffrey,Sanchez,110000,1966-01-20,M,3
2008,6,17,26561,Hannah,Lewis,20000,1955-05-06,F,3
2008,2,15,21127,Crystal,Zheng,30000,1979-07-25,F,3
2008,4,21,14911,Shelby,Watson,40000,1961-02-19,F,4
2008,3,19,18281,Jaclyn,Li,60000,1965-12-19,F,3
2008,2,19,12303,Kristi,Alvarez,130000,1950-04-16,F,2
2008,2,14,24599,Virginia,Garcia,130000,1978-08-22,F,2
2008,4,16,11975,Destiny,Garcia,60000,2763-07-20,F,3
2008,6,12,28692,Kristi,Rowe,30000,1974-11-25,F,1
2008,5,25,20034,Wyatt,Turner,70000,1967-04-27,M,4
2008,5,6,25873,Isaiah,Sanders,70000,1951-05-14,M,2
2008,1,16,23102,Barbara,Zeng,30000,1956-07-06,F,2
2008,5,31,13618,Jay,Raman,70000,1980-11-14,M,2
2008,6,5,12319,Shannon,Ye,90000,1956-07-11,F,1
2008,2,15,26327,Jack,Jai,70000,1974-05-03,M,1
2008,5,16,25455,Jorge,Zheng,10000,1970-07-17,M,3
2008,6,12,25090,Ivan,Sara,40000,1964-07-02,M,3
2008,1,12,25233,Nathaniel,Ward,100000,1963-05-09,M,2
2008,6,3,21869,Tina,Prasad,100000,1951-10-10,F,1
2008,2,6,14091,Logan,Thomas,30000,1981-08-13,M,3
2008,3,20,12359,Veronica,Raman,130000,1974-02-19,F,2
2008,4,3,16960,Paige,Gray,60000,1975-09-07,F,1
2008,6,18,18613,Cody,Murphy,70000,1972-11-14,M,2
2008,1,8,12628,Arturo,Ma,20000,1972-11-04,M,2
2008,3,21,21467,David,Harris,60000,1950-08-03,M,3
2008,5,20,23837,Jonathan,Li,40000,1974-10-15,M,2
2008,7,10,25027,Meredith,Mehta,40000,1957-01-15,F,3
2008,5,21,13370,Blake,Ross,60000,1952-03-22,M,2
2008,6,20,16230,Craig,Blanco,40000,1959-05-04,M,2
2008,6,16,16658,Ashlee,Raje,80000,1959-04-15,F,1
2008,6,21,26282,Leonard,Jai,50000,1976-01-05,M,5
2008,6,5,11331,Samantha,Jenkins,90000,1972-07-06,F,4
2008,3,26,23386,Jose,Smith,40000,1964-07-24,M,2
2008,5,20,12307,Brad,She,90000,1958-11-13,M,1
2008,4,21,11566,April,Shan,40000,1971-09-02,F,3
2008,5,20,27320,Jose,Green,70000,1957-09-04,M,2
2008,5,5,29360,Bryant,Rodriguez,40000,1972-09-09,M,3
2008,6,12,20004,Kaitlin,Perez,70000,1974-11-07,F,4
2008,1,3,16948,Emma,Lee,50000,1974-09-15,F,4
2008,5,4,24092,Jillian,Gonzalez,40000,1970-11-26,F,4
2008,1,16,11420,Jordan,Turner,100000,1950-07-12,M,1
2008,4,17,16729,Tommy,Nara,30000,1941-06-13,M,1
2008,1,10,20795,Emmanuel,Subram,10000,1966-05-18,M,1
2008,6,24,23700,Katelyn,Young,30000,1949-05-12,F,1
2008,7,19,12943,Caleb,Perez,80000,1969-02-17,M,4
2008,1,28,17087,Jésus,Dominguez,10000,1976-06-23,M,3
2008,5,3,29371,Matthew,Walker,20000,1970-12-14,M,2
2008,4,18,15439,Mason,Evans,10000,1952-01-15,M,2
2008,1,24,15691,Julian,Henderson,90000,1958-06-17,M,5
2008,2,16,28007,Clayton,Ye,50000,1945-10-04,M,2
2008,1,26,11646,Anna,Foster,40000,1973-03-19,F,2
2008,5,25,21958,Mallory,Blanco,130000,1973-10-19,F,4
2008,5,30,15801,Katrina,Shen,70000,1967-11-13,F,3
2008,2,24,16913,Marcus,Flores,100000,1944-11-12,M,2
2008,5,28,13141,Walter,Hernandez,40000,1957-10-08,M,3
2008,1,15,17060,Gerald,Sanz,80000,1971-03-20,M,3
2008,7,24,12776,Blake,Campbell,80000,1959-01-18,M,2
2008,4,11,22763,Rebecca,Gonzalez,60000,1952-08-10,F,3
2008,6,9,15567,Carmen,Madan,80000,1963-06-24,F,2
2008,2,14,24187,Daisy,Serrano,30000,1964-02-08,F,2
2008,2,1,15994,Olivia,Blue,40000,1956-11-01,F,4
2008,3,29,17103,Franklin,Xu,40000,2115-07-20,M,4
2008,2,3,19390,Terrance,Perez,30000,1982-10-03,M,1
2008,4,2,24099,Sarah,Smith,30000,1969-09-18,F,3
2008,1,15,24485,Franklin,Ma,40000,1957-09-08,M,2
2008,3,6,25352,Brandon,Martinez,20000,1961-02-14,M,2
2008,3,29,23516,Ashley,Miller,40000,1955-06-02,F,3
2008,6,20,16167,Devin,Moore,70000,1971-01-06,M,3
2008,2,22,21372,Wayne,Raje,20000,1953-03-18,M,4
2008,3,12,29330,Alexa,Ward,40000,1984-07-12,F,2
2008,7,8,11091,Dalton,Perez,90000,1961-04-04,M,1
2008,4,6,15263,Paige,Coleman,30000,1944-12-20,F,3
2008,4,18,11501,Brandy,Chandra,40000,1979-07-07,F,3
2008,6,22,18614,Seth,Wright,70000,1972-05-15,M,1
2008,7,16,14175,Cynthia,Mehta,110000,1949-05-20,F,3
2008,6,22,19646,Ian,Lee,30000,4262-11-20,M,2
2008,7,19,19624,Wesley,Zhu,70000,1961-01-09,M,3
2008,4,30,14624,Anna,Thomas,70000,1966-05-10,F,2
2008,6,20,11652,Samuel,Russell,60000,1975-05-05,M,3
2008,2,24,15478,Melanie,Russell,60000,1975-08-19,F,2
2008,1,18,16487,Brianna,Griffin,30000,1955-05-17,F,3
2008,6,17,27488,Sheila,Munoz,20000,1955-07-02,F,1
2008,6,11,11676,Alan,Hu,80000,1970-02-13,M,2
2008,7,14,17321,Kate,Kumar,70000,1968-03-13,F,4
2008,6,14,19446,Bridget,Nath,40000,1972-04-08,F,2
2008,3,9,20973,April,Andersen,30000,1942-04-24,F,3
2008,6,10,26285,Kayla,Hayes,50000,1976-08-16,F,4
2008,6,18,11930,Jaclyn,Nara,20000,1951-05-04,F,1
2008,6,23,13239,Matthew,Thomas,40000,1953-04-15,M,2
2008,2,3,14809,Max,Suarez,20000,1967-04-07,M,3
2008,5,15,13837,Alyssa,Lee,30000,1980-08-13,F,3
2008,3,23,23317,Beth,Martin,10000,1952-11-14,F,2
2008,1,8,12193,Caleb,Simmons,70000,1958-02-04,M,2
2008,6,21,15047,Meghan,Vazquez,30000,1965-08-11,F,3
2008,2,28,19812,Sydney,Morgan,70000,1961-08-17,F,4
2008,4,12,26906,Darrell,Rai,10000,1960-08-11,M,2
2008,2,27,19806,Nancy,Perez,60000,1978-02-22,F,2
2008,2,20,25869,Lucas,Parker,40000,1951-08-10,M,3
2008,2,8,15025,Kristi,Subram,40000,1956-07-18,F,1
2008,4,11,22079,Katherine,Perez,70000,1965-10-16,F,2
2008,2,14,14101,Franklin,Lal,40000,1946-09-11,M,4
2008,3,9,12363,Kayla,Thompson,110000,1945-12-25,F,1
2008,7,8,15186,Leah,Yang,130000,1962-07-21,F,2
2008,4,14,11203,Luis,Diaz,40000,1952-08-21,M,3
2008,4,19,24794,Cody,Sanchez,60000,1973-10-03,M,4
2008,1,8,11692,Caleb,Gonzales,40000,1968-06-19,M,2
2008,7,26,23684,Jasmine,Rodriguez,50000,1946-01-04,F,2
2008,2,5,21708,Andrea,Brooks,40000,1962-02-04,F,3
2008,4,5,13506,Willie,Guo,10000,1959-08-12,M,2
2008,1,27,15023,Juan,Watson,70000,1983-07-03,M,3
2008,3,19,25846,Faith,Bailey,60000,1944-08-26,F,3
2008,7,21,14056,Nelson,Sanz,60000,1964-04-27,M,2
2008,1,7,15233,Tammy,Rodriguez,70000,1965-03-10,F,1
2008,3,6,21404,Julio,Sanz,70000,1961-06-19,M,3
2008,6,6,11359,Jarrod,Prasad,10000,1982-09-04,M,4
2008,6,5,11148,Ross,Vazquez,40000,1945-08-16,M,2
2008,4,27,20687,Rebecca,Campbell,40000,1969-02-04,F,1
2008,2,13,27165,Bruce,Patel,20000,1976-03-15,M,1
2008,5,21,12361,Dana,Diaz,160000,1975-04-01,F,1
2008,7,31,17151,Jasmine,Alexander,60000,1953-07-21,F,2
2008,1,26,24069,Jessie,Chen,40000,1971-04-27,M,2
2008,1,7,11905,Isaiah,Ramirez,110000,1973-06-16,M,2
2008,2,9,14001,Hunter,Hill,40000,1981-07-26,M,3
2008,4,20,14896,Alexia,Flores,40000,1959-05-11,F,3
2008,3,15,13197,Katherine,Smith,120000,1947-12-27,F,1
2008,4,18,17760,Diana,Romero,20000,1974-01-16,F,3
2008,5,25,17508,Caroline,Bennett,70000,1977-07-08,F,3
2008,2,1,17409,Christina,James,80000,1967-07-10,F,3
2008,2,9,24616,Zoe,Cook,40000,1953-10-23,F,3
2008,3,1,22002,Kristen,Chen,30000,1940-08-05,F,2
2008,2,23,11122,Byron,Vazquez,70000,1964-04-02,M,1
2008,2,23,11553,Sharon,Luo,20000,1971-09-09,F,1
2008,5,29,12851,Brandy,Sai,20000,1983-09-26,F,3
2008,5,31,27542,Jessica,Rivera,70000,1966-05-04,F,4
2008,1,7,28342,Brianna,Murphy,40000,1982-01-15,F,1
2008,2,11,28364,Alison,Nara,40000,1972-09-02,F,2
2008,1,18,11975,Destiny,Garcia,60000,2763-07-20,F,3
2008,1,2,21816,Jackson,Roberts,130000,1962-07-20,M,3
2008,6,26,26829,Morgan,Evans,40000,1971-09-23,F,3
2008,2,27,21196,Kathleen,Alonso,60000,1965-05-13,F,2
2008,6,28,12325,Gloria,Martin,130000,1955-03-18,F,1
2008,2,13,24678,Nathan,Long,60000,1954-08-26,M,3
2008,1,15,29416,Pedro,Ramos,10000,1979-08-13,M,3
2008,6,15,11142,Eduardo,Patterson,40000,1981-08-14,M,3
2008,4,10,23342,Cristina,She,70000,1977-04-11,F,4
2008,1,6,22176,Alejandro,Yang,40000,1957-09-10,M,4
2008,5,10,21544,Gary,Moreno,150000,1953-04-26,M,2
2008,7,12,19711,Devin,Cooper,100000,1964-11-25,M,2
2008,4,23,11770,Peter,Nara,50000,1977-08-23,M,1
2008,5,9,26241,James,Lal,50000,1978-03-19,M,3
2008,5,24,25319,Ruben,Chandra,30000,1975-03-02,M,4
2008,7,28,29288,Glenn,Lin,60000,1968-10-18,M,2
2008,7,24,28873,Roger,Deng,70000,1957-05-18,M,2
2008,1,25,13423,Alex,Peterson,80000,1968-03-06,M,2
2008,5,4,20581,Ruth,Sanchez,80000,1956-11-15,F,2
2008,6,3,16684,Joel,Perez,60000,1966-11-18,M,3
2008,1,8,26812,James,Hernandez,50000,1969-09-08,M,3
2008,1,20,12985,Hailey,Roberts,70000,1962-05-11,F,1
2008,3,20,11951,Lacey,Huang,40000,1956-08-06,F,2
2008,4,4,21396,Megan,Martinez,40000,1979-12-19,F,2
2008,1,8,25966,Alex,Watson,130000,1970-06-17,M,2
2008,5,17,13044,Katrina,Jai,30000,1956-01-23,F,1
2008,6,25,13784,Spencer,Griffin,20000,1970-01-02,M,2
2008,7,27,27735,Shelby,Sanders,40000,1981-06-20,F,4
2008,4,19,23721,John,Clark,60000,1953-07-23,M,4
2008,5,24,12825,Kelvin,Hu,30000,1970-01-20,M,4
2008,5,12,12299,Walter,Serrano,150000,1949-06-10,M,2
2008,1,12,15712,Whitney,Chandra,130000,1952-12-05,F,1
2008,2,12,11631,Antonio,Bennett,60000,1975-02-13,M,2
2008,7,19,26460,Gabriella,Cook,60000,1944-03-09,F,1
2008,4,7,15434,Brent,Zhou,20000,1949-01-19,M,1
2008,6,7,22829,Chelsea,Chandra,80000,1953-08-27,F,1
2008,5,26,17814,Michele,Pal,30000,1967-02-12,F,5
2008,1,15,24535,David,Shepard,110000,1961-11-21,F,1
2008,4,6,18541,Kayla,Jones,80000,1947-07-06,F,2
2008,3,26,21557,Kate,Lal,110000,1978-04-16,F,1
2008,1,5,28232,Gavin,Russell,90000,1969-02-23,M,3
2008,1,12,25758,Leslie,Gutierrez,20000,1972-04-07,F,3
2008,1,10,13626,Johnathan,Madan,90000,1977-09-20,M,5
2008,4,4,28705,Ashley,Powell,10000,1956-02-17,F,2
2008,7,5,11115,Alvin,Cai,70000,1966-02-12,M,3
2008,4,18,25438,Lauren,Murphy,50000,1969-10-25,F,4
2008,4,19,15488,Evan,Richardson,60000,1973-03-27,M,2
2008,2,13,11310,Erin,Sanders,70000,1957-07-09,F,1
2008,6,16,21921,Lucas,Collins,60000,1965-08-02,M,2
2008,6,15,15807,Scot,Schulte,70000,1965-11-02,M,3
2008,4,28,14525,Claudia,Sun,10000,1981-06-07,F,3
2008,5,31,11980,Kimberly,Richardson,60000,1961-12-18,F,4
2008,7,23,28435,Edwin,Liu,30000,1980-04-11,M,3
2008,1,24,14965,Edwin,Zhou,30000,1968-07-09,M,4
2008,4,1,22723,Alexander,Anderson,60000,1946-12-05,M,3
2008,7,21,27032,Miguel,Garcia,30000,1959-09-10,M,2
2008,2,11,26245,Devin,Murphy,80000,1970-09-04,M,2
2008,4,18,25568,Christy,Wu,20000,1981-09-21,F,3
2008,1,21,23533,Rafael,Nath,90000,1963-11-15,M,2
2008,1,3,20740,Kathryn,Sharma,10000,1957-06-09,F,3
2008,6,28,12602,Francisco,Srini,30000,1964-10-26,M,3
2008,6,23,11556,Lucas,Evans,20000,1971-05-14,M,1
2008,6,23,25458,Bruce,Mehta,20000,1970-02-08,M,2
2008,2,26,21554,Molly,Rana,80000,1977-07-24,F,3
2008,1,8,24955,Donald,Perez,30000,1949-11-05,M,1
2008,1,23,24821,Melissa,Alexander,70000,1973-09-19,F,3
2008,4,28,16739,Cory,Weber,40000,1943-06-27,M,1
2008,4,5,12964,Xavier,Russell,70000,1966-05-14,M,3
2008,7,23,11507,Isabella,Russell,60000,1970-11-20,F,2
2008,3,10,11491,Andre,Perez,20000,1975-04-06,M,4
2008,3,27,14279,Taylor,Barnes,130000,1962-08-04,F,4
2008,4,18,12074,Megan,Jenkins,70000,1948-10-27,F,5
